publicado em 2011	dp=2011
publicado excepto em 1575	dp<>1575
publicado mas nao em 1575	dp<>1575
publicado entre 1980 e 1575	dp>=1980 and dp<=1575
publicado em 1638	dp=1638
publicado depois de 1638	dp>1638
publicado a partir de 1638	dp>=1638
publicado antes de 1638	dp<1638
publicado ate 1638	dp<=1638
publicado excepto em 1638	dp<>1638
publicado mas nao em 1638	dp<>1638
publicado entre 1980 e 1638	dp>=1980 and dp<=1638
publicado em 1677	dp=1677
publicado depois de 1677	dp>1677
publicado a partir de 1677	dp>=1677
publicado antes de 1677	dp<1677
publicado ate 1677	dp<=1677
publicado excepto em 1677	dp<>1677
publicado mas nao em 1677	dp<>1677
publicado entre 1980 e 1677	dp>=1980 and dp<=1677
publicado em 1661	dp=1661
publicado depois de 1661	dp>1661
publicado a partir de 1661	dp>=1661
publicado antes de 1661	dp<1661
publicado ate 1661	dp<=1661
publicado excepto em 1661	dp<>1661
publicado mas nao em 1661	dp<>1661
publicado entre 1980 e 1661	dp>=1980 and dp<=1661
publicado em 1581	dp=1581
publicado depois de 1581	dp>1581
publicado a partir de 1581	dp>=1581
publicado antes de 1581	dp<1581
publicado ate 1581	dp<=1581
publicado excepto em 1581	dp<>1581
publicado mas nao em 1581	dp<>1581
publicado entre 1980 e 1581	dp>=1980 and dp<=1581
publicado em 1524	dp=1524
publicado depois de 1524	dp>1524
publicado a partir de 1524	dp>=1524
publicado antes de 1524	dp<1524
publicado ate 1524	dp<=1524
publicado excepto em 1524	dp<>1524
publicado mas nao em 1524	dp<>1524
publicado entre 1980 e 1524	dp>=1980 and dp<=1524
publicado em 1569	dp=1569
publicado depois de 1569	dp>1569
publicado a partir de 1569	dp>=1569
publicado antes de 1569	dp<1569
publicado ate 1569	dp<=1569
publicado excepto em 1569	dp<>1569
publicado mas nao em 1569	dp<>1569
publicado entre 1980 e 1569	dp>=1980 and dp<=1569
publicado em 1652	dp=1652
publicado depois de 1652	dp>1652
publicado a partir de 1652	dp>=1652
publicado antes de 1652	dp<1652
publicado ate 1652	dp<=1652
publicado excepto em 1652	dp<>1652
publicado mas nao em 1652	dp<>1652
publicado entre 1980 e 1652	dp>=1980 and dp<=1652
publicado em 1592	dp=1592
publicado depois de 1592	dp>1592
publicado a partir de 1592	dp>=1592
publicado antes de 1592	dp<1592
publicado ate 1592	dp<=1592
publicado excepto em 1592	dp<>1592
publicado mas nao em 1592	dp<>1592
publicado entre 1980 e 1592	dp>=1980 and dp<=1592
publicado em 1536	dp=1536
publicado depois de 1536	dp>1536
publicado a partir de 1536	dp>=1536
publicado antes de 1536	dp<1536
publicado ate 1536	dp<=1536
publicado excepto em 1536	dp<>1536
publicado mas nao em 1536	dp<>1536
publicado entre 1980 e 1536	dp>=1980 and dp<=1536
publicado em 1607	dp=1607
publicado depois de 1607	dp>1607
publicado a partir de 1607	dp>=1607
publicado antes de 1607	dp<1607
publicado ate 1607	dp<=1607
publicado excepto em 1607	dp<>1607
publicado mas nao em 1607	dp<>1607
publicado entre 1980 e 1607	dp>=1980 and dp<=1607
publicado em 1615	dp=1615
publicado depois de 1615	dp>1615
publicado a partir de 1615	dp>=1615
publicado antes de 1615	dp<1615
publicado ate 1615	dp<=1615
publicado excepto em 1615	dp<>1615
publicado mas nao em 1615	dp<>1615
publicado entre 1980 e 1615	dp>=1980 and dp<=1615
publicado em 1591	dp=1591
publicado depois de 1591	dp>1591
publicado a partir de 1591	dp>=1591
publicado antes de 1591	dp<1591
publicado ate 1591	dp<=1591
publicado excepto em 1591	dp<>1591
publicado mas nao em 1591	dp<>1591
publicado entre 1980 e 1591	dp>=1980 and dp<=1591
publicado em 1528	dp=1528
publicado depois de 1528	dp>1528
publicado a partir de 1528	dp>=1528
publicado antes de 1528	dp<1528
publicado ate 1528	dp<=1528
publicado excepto em 1528	dp<>1528
publicado mas nao em 1528	dp<>1528
publicado entre 1980 e 1528	dp>=1980 and dp<=1528
publicado em 1521	dp=1521
publicado depois de 1521	dp>1521
publicado a partir de 1521	dp>=1521
publicado antes de 1521	dp<1521
publicado ate 1521	dp<=1521
publicado excepto em 1521	dp<>1521
publicado mas nao em 1521	dp<>1521
publicado entre 1980 e 1521	dp>=1980 and dp<=1521
publicado em 1548	dp=1548
publicado depois de 1548	dp>1548
publicado a partir de 1548	dp>=1548
publicado antes de 1548	dp<1548
publicado ate 1548	dp<=1548
publicado excepto em 1548	dp<>1548
publicado mas nao em 1548	dp<>1548
publicado entre 1980 e 1548	dp>=1980 and dp<=1548
publicado em 1645	dp=1645
publicado depois de 1645	dp>1645
publicado a partir de 1645	dp>=1645
publicado antes de 1645	dp<1645
publicado ate 1645	dp<=1645
publicado excepto em 1645	dp<>1645
publicado mas nao em 1645	dp<>1645
publicado entre 1980 e 1645	dp>=1980 and dp<=1645
publicado em 1633	dp=1633
publicado depois de 1633	dp>1633
publicado a partir de 1633	dp>=1633
publicado antes de 1633	dp<1633
publicado ate 1633	dp<=1633
publicado excepto em 1633	dp<>1633
publicado mas nao em 1633	dp<>1633
publicado entre 1980 e 1633	dp>=1980 and dp<=1633
publicado em 1571	dp=1571
publicado depois de 1571	dp>1571
publicado a partir de 1571	dp>=1571
publicado antes de 1571	dp<1571
publicado ate 1571	dp<=1571
publicado excepto em 1571	dp<>1571
publicado mas nao em 1571	dp<>1571
publicado entre 1980 e 1571	dp>=1980 and dp<=1571
publicado em 1588	dp=1588
publicado depois de 1588	dp>1588
publicado a partir de 1588	dp>=1588
publicado antes de 1588	dp<1588
publicado ate 1588	dp<=1588
publicado excepto em 1588	dp<>1588
publicado mas nao em 1588	dp<>1588
publicado entre 1980 e 1588	dp>=1980 and dp<=1588
publicado em 1701	dp=1701
publicado depois de 1701	dp>1701
publicado a partir de 1701	dp>=1701
publicado antes de 1701	dp<1701
publicado ate 1701	dp<=1701
publicado excepto em 1701	dp<>1701
publicado mas nao em 1701	dp<>1701
publicado entre 1980 e 1701	dp>=1980 and dp<=1701
publicado em 1562	dp=1562
publicado depois de 1562	dp>1562
publicado a partir de 1562	dp>=1562
publicado antes de 1562	dp<1562
publicado ate 1562	dp<=1562
publicado excepto em 1562	dp<>1562
publicado mas nao em 1562	dp<>1562
publicado entre 1980 e 1562	dp>=1980 and dp<=1562
publicado em 1523	dp=1523
publicado depois de 1523	dp>1523
publicado a partir de 1523	dp>=1523
publicado antes de 1523	dp<1523
publicado ate 1523	dp<=1523
publicado excepto em 1523	dp<>1523
publicado mas nao em 1523	dp<>1523
publicado entre 1980 e 1523	dp>=1980 and dp<=1523
publicado em 1547	dp=1547
publicado depois de 1547	dp>1547
publicado a partir de 1547	dp>=1547
publicado antes de 1547	dp<1547
publicado ate 1547	dp<=1547
publicado excepto em 1547	dp<>1547
publicado mas nao em 1547	dp<>1547
publicado entre 1980 e 1547	dp>=1980 and dp<=1547
publicado em 1542	dp=1542
publicado depois de 1542	dp>1542
publicado a partir de 1542	dp>=1542
publicado antes de 1542	dp<1542
publicado ate 1542	dp<=1542
publicado excepto em 1542	dp<>1542
publicado mas nao em 1542	dp<>1542
publicado entre 1980 e 1542	dp>=1980 and dp<=1542
publicado em 1602	dp=1602
publicado depois de 1602	dp>1602
publicado a partir de 1602	dp>=1602
publicado antes de 1602	dp<1602
publicado ate 1602	dp<=1602
publicado excepto em 1602	dp<>1602
publicado mas nao em 1602	dp<>1602
publicado entre 1980 e 1602	dp>=1980 and dp<=1602
publicado em 1617	dp=1617
publicado depois de 1617	dp>1617
publicado a partir de 1617	dp>=1617
publicado antes de 1617	dp<1617
publicado ate 1617	dp<=1617
publicado excepto em 1617	dp<>1617
publicado mas nao em 1617	dp<>1617
publicado entre 1980 e 1617	dp>=1980 and dp<=1617
publicado em 1708	dp=1708
publicado depois de 1708	dp>1708
publicado a partir de 1708	dp>=1708
publicado antes de 1708	dp<1708
publicado ate 1708	dp<=1708
publicado excepto em 1708	dp<>1708
publicado mas nao em 1708	dp<>1708
publicado entre 1980 e 1708	dp>=1980 and dp<=1708
publicado em 1527	dp=1527
publicado depois de 1527	dp>1527
publicado a partir de 1527	dp>=1527
publicado antes de 1527	dp<1527
publicado ate 1527	dp<=1527
publicado excepto em 1527	dp<>1527
publicado mas nao em 1527	dp<>1527
publicado entre 1980 e 1527	dp>=1980 and dp<=1527
publicado em 1599	dp=1599
publicado depois de 1599	dp>1599
publicado a partir de 1599	dp>=1599
publicado antes de 1599	dp<1599
publicado ate 1599	dp<=1599
publicado excepto em 1599	dp<>1599
publicado mas nao em 1599	dp<>1599
publicado entre 1980 e 1599	dp>=1980 and dp<=1599
publicado em 1504	dp=1504
publicado depois de 1504	dp>1504
publicado a partir de 1504	dp>=1504
publicado antes de 1504	dp<1504
publicado ate 1504	dp<=1504
publicado excepto em 1504	dp<>1504
publicado mas nao em 1504	dp<>1504
publicado entre 1980 e 1504	dp>=1980 and dp<=1504
publicado em 1551	dp=1551
publicado depois de 1551	dp>1551
publicado a partir de 1551	dp>=1551
publicado antes de 1551	dp<1551
publicado ate 1551	dp<=1551
publicado excepto em 1551	dp<>1551
publicado mas nao em 1551	dp<>1551
publicado entre 1980 e 1551	dp>=1980 and dp<=1551
publicado em 1613	dp=1613
publicado depois de 1613	dp>1613
publicado a partir de 1613	dp>=1613
publicado antes de 1613	dp<1613
publicado ate 1613	dp<=1613
publicado excepto em 1613	dp<>1613
publicado mas nao em 1613	dp<>1613
publicado entre 1980 e 1613	dp>=1980 and dp<=1613
publicado em 1538	dp=1538
publicado depois de 1538	dp>1538
publicado a partir de 1538	dp>=1538
publicado antes de 1538	dp<1538
publicado ate 1538	dp<=1538
publicado excepto em 1538	dp<>1538
publicado mas nao em 1538	dp<>1538
publicado entre 1980 e 1538	dp>=1980 and dp<=1538
publicado em 1576	dp=1576
publicado depois de 1576	dp>1576
publicado a partir de 1576	dp>=1576
publicado antes de 1576	dp<1576
publicado ate 1576	dp<=1576
publicado excepto em 1576	dp<>1576
publicado mas nao em 1576	dp<>1576
publicado entre 1980 e 1576	dp>=1980 and dp<=1576
publicado em 1534	dp=1534
publicado depois de 1534	dp>1534
publicado a partir de 1534	dp>=1534
publicado antes de 1534	dp<1534
publicado ate 1534	dp<=1534
publicado excepto em 1534	dp<>1534
publicado mas nao em 1534	dp<>1534
publicado entre 1980 e 1534	dp>=1980 and dp<=1534
publicado em 1532	dp=1532
publicado depois de 1532	dp>1532
publicado a partir de 1532	dp>=1532
publicado antes de 1532	dp<1532
publicado ate 1532	dp<=1532
publicado excepto em 1532	dp<>1532
publicado mas nao em 1532	dp<>1532
publicado entre 1980 e 1532	dp>=1980 and dp<=1532
publicado em 1582	dp=1582
publicado depois de 1582	dp>1582
publicado a partir de 1582	dp>=1582
publicado antes de 1582	dp<1582
publicado ate 1582	dp<=1582
publicado excepto em 1582	dp<>1582
publicado mas nao em 1582	dp<>1582
publicado entre 1980 e 1582	dp>=1980 and dp<=1582
publicado em 1594	dp=1594
publicado depois de 1594	dp>1594
publicado a partir de 1594	dp>=1594
publicado antes de 1594	dp<1594
publicado ate 1594	dp<=1594
publicado excepto em 1594	dp<>1594
publicado mas nao em 1594	dp<>1594
publicado entre 1980 e 1594	dp>=1980 and dp<=1594
publicado em 4038	dp=4038
publicado depois de 4038	dp>4038
publicado a partir de 4038	dp>=4038
publicado antes de 4038	dp<4038
publicado ate 4038	dp<=4038
publicado excepto em 4038	dp<>4038
publicado mas nao em 4038	dp<>4038
publicado entre 1980 e 4038	dp>=1980 and dp<=4038
publicado em 1513	dp=1513
publicado depois de 1513	dp>1513
publicado a partir de 1513	dp>=1513
publicado antes de 1513	dp<1513
publicado ate 1513	dp<=1513
publicado excepto em 1513	dp<>1513
publicado mas nao em 1513	dp<>1513
publicado entre 1980 e 1513	dp>=1980 and dp<=1513
publicado em 1518	dp=1518
publicado depois de 1518	dp>1518
publicado a partir de 1518	dp>=1518
publicado antes de 1518	dp<1518
publicado ate 1518	dp<=1518
publicado excepto em 1518	dp<>1518
publicado mas nao em 1518	dp<>1518
publicado entre 1980 e 1518	dp>=1980 and dp<=1518
publicado em 1540	dp=1540
publicado depois de 1540	dp>1540
publicado a partir de 1540	dp>=1540
publicado antes de 1540	dp<1540
publicado ate 1540	dp<=1540
publicado excepto em 1540	dp<>1540
publicado mas nao em 1540	dp<>1540
publicado entre 1980 e 1540	dp>=1980 and dp<=1540
publicado em 1597	dp=1597
publicado depois de 1597	dp>1597
publicado a partir de 1597	dp>=1597
publicado antes de 1597	dp<1597
publicado ate 1597	dp<=1597
publicado excepto em 1597	dp<>1597
publicado mas nao em 1597	dp<>1597
publicado entre 1980 e 1597	dp>=1980 and dp<=1597
publicado em 1637	dp=1637
publicado depois de 1637	dp>1637
publicado a partir de 1637	dp>=1637
publicado antes de 1637	dp<1637
publicado ate 1637	dp<=1637
publicado excepto em 1637	dp<>1637
publicado mas nao em 1637	dp<>1637
publicado entre 1980 e 1637	dp>=1980 and dp<=1637
publicado em 1565	dp=1565
publicado depois de 1565	dp>1565
publicado a partir de 1565	dp>=1565
publicado antes de 1565	dp<1565
publicado ate 1565	dp<=1565
publicado excepto em 1565	dp<>1565
publicado mas nao em 1565	dp<>1565
publicado entre 1980 e 1565	dp>=1980 and dp<=1565
publicado em 1586	dp=1586
publicado depois de 1586	dp>1586
publicado a partir de 1586	dp>=1586
publicado antes de 1586	dp<1586
publicado ate 1586	dp<=1586
publicado excepto em 1586	dp<>1586
publicado mas nao em 1586	dp<>1586
publicado entre 1980 e 1586	dp>=1980 and dp<=1586
publicado em 1601	dp=1601
publicado depois de 1601	dp>1601
publicado a partir de 1601	dp>=1601
publicado antes de 1601	dp<1601
publicado ate 1601	dp<=1601
publicado excepto em 1601	dp<>1601
publicado mas nao em 1601	dp<>1601
publicado entre 1980 e 1601	dp>=1980 and dp<=1601
publicado em 1651	dp=1651
publicado depois de 1651	dp>1651
publicado a partir de 1651	dp>=1651
publicado antes de 1651	dp<1651
publicado ate 1651	dp<=1651
publicado excepto em 1651	dp<>1651
publicado mas nao em 1651	dp<>1651
publicado entre 1980 e 1651	dp>=1980 and dp<=1651
publicado em 1600	dp=1600
publicado depois de 1600	dp>1600
publicado a partir de 1600	dp>=1600
publicado antes de 1600	dp<1600
publicado ate 1600	dp<=1600
publicado excepto em 1600	dp<>1600
publicado mas nao em 1600	dp<>1600
publicado entre 1980 e 1600	dp>=1980 and dp<=1600
publicado em 1605	dp=1605
publicado depois de 1605	dp>1605
publicado a partir de 1605	dp>=1605
publicado antes de 1605	dp<1605
publicado ate 1605	dp<=1605
publicado excepto em 1605	dp<>1605
publicado mas nao em 1605	dp<>1605
publicado entre 1980 e 1605	dp>=1980 and dp<=1605
publicado em 1546	dp=1546
publicado depois de 1546	dp>1546
publicado a partir de 1546	dp>=1546
publicado antes de 1546	dp<1546
publicado ate 1546	dp<=1546
publicado excepto em 1546	dp<>1546
publicado mas nao em 1546	dp<>1546
publicado entre 1980 e 1546	dp>=1980 and dp<=1546
publicado em 1635	dp=1635
publicado depois de 1635	dp>1635
publicado a partir de 1635	dp>=1635
publicado antes de 1635	dp<1635
publicado ate 1635	dp<=1635
publicado excepto em 1635	dp<>1635
publicado mas nao em 1635	dp<>1635
publicado entre 1980 e 1635	dp>=1980 and dp<=1635
publicado em 1611	dp=1611
publicado depois de 1611	dp>1611
publicado a partir de 1611	dp>=1611
publicado antes de 1611	dp<1611
publicado ate 1611	dp<=1611
publicado excepto em 1611	dp<>1611
publicado mas nao em 1611	dp<>1611
publicado entre 1980 e 1611	dp>=1980 and dp<=1611
publicado em 1531	dp=1531
publicado depois de 1531	dp>1531
publicado a partir de 1531	dp>=1531
publicado antes de 1531	dp<1531
publicado ate 1531	dp<=1531
publicado excepto em 1531	dp<>1531
publicado mas nao em 1531	dp<>1531
publicado entre 1980 e 1531	dp>=1980 and dp<=1531
publicado em 1560	dp=1560
publicado depois de 1560	dp>1560
publicado a partir de 1560	dp>=1560
publicado antes de 1560	dp<1560
publicado ate 1560	dp<=1560
publicado excepto em 1560	dp<>1560
publicado mas nao em 1560	dp<>1560
publicado entre 1980 e 1560	dp>=1980 and dp<=1560
publicado em 1603	dp=1603
publicado depois de 1603	dp>1603
publicado a partir de 1603	dp>=1603
publicado antes de 1603	dp<1603
publicado ate 1603	dp<=1603
publicado excepto em 1603	dp<>1603
publicado mas nao em 1603	dp<>1603
publicado entre 1980 e 1603	dp>=1980 and dp<=1603
publicado em 1526	dp=1526
publicado depois de 1526	dp>1526
publicado a partir de 1526	dp>=1526
publicado antes de 1526	dp<1526
publicado ate 1526	dp<=1526
publicado excepto em 1526	dp<>1526
publicado mas nao em 1526	dp<>1526
publicado entre 1980 e 1526	dp>=1980 and dp<=1526
publicado em 1589	dp=1589
publicado depois de 1589	dp>1589
publicado a partir de 1589	dp>=1589
publicado antes de 1589	dp<1589
publicado ate 1589	dp<=1589
publicado excepto em 1589	dp<>1589
publicado mas nao em 1589	dp<>1589
publicado entre 1980 e 1589	dp>=1980 and dp<=1589
publicado em 1503	dp=1503
publicado depois de 1503	dp>1503
publicado a partir de 1503	dp>=1503
publicado antes de 1503	dp<1503
publicado ate 1503	dp<=1503
publicado excepto em 1503	dp<>1503
publicado mas nao em 1503	dp<>1503
publicado entre 1980 e 1503	dp>=1980 and dp<=1503
publicado em 1570	dp=1570
publicado depois de 1570	dp>1570
publicado a partir de 1570	dp>=1570
publicado antes de 1570	dp<1570
publicado ate 1570	dp<=1570
publicado excepto em 1570	dp<>1570
publicado mas nao em 1570	dp<>1570
publicado entre 1980 e 1570	dp>=1980 and dp<=1570
publicado em 1502	dp=1502
publicado depois de 1502	dp>1502
publicado a partir de 1502	dp>=1502
publicado antes de 1502	dp<1502
publicado ate 1502	dp<=1502
publicado excepto em 1502	dp<>1502
publicado mas nao em 1502	dp<>1502
publicado entre 1980 e 1502	dp>=1980 and dp<=1502
publicado em 1511	dp=1511
publicado depois de 1511	dp>1511
publicado a partir de 1511	dp>=1511
publicado antes de 1511	dp<1511
publicado ate 1511	dp<=1511
publicado excepto em 1511	dp<>1511
publicado mas nao em 1511	dp<>1511
publicado entre 1980 e 1511	dp>=1980 and dp<=1511
publicado em 1493	dp=1493
publicado depois de 1493	dp>1493
publicado a partir de 1493	dp>=1493
publicado antes de 1493	dp<1493
publicado ate 1493	dp<=1493
publicado excepto em 1493	dp<>1493
publicado mas nao em 1493	dp<>1493
publicado entre 1980 e 1493	dp>=1980 and dp<=1493
publicado em 1545	dp=1545
publicado depois de 1545	dp>1545
publicado a partir de 1545	dp>=1545
publicado antes de 1545	dp<1545
publicado ate 1545	dp<=1545
publicado excepto em 1545	dp<>1545
publicado mas nao em 1545	dp<>1545
publicado entre 1980 e 1545	dp>=1980 and dp<=1545
publicado em s196	dp=s196
publicado depois de s196	dp>s196
publicado a partir de s196	dp>=s196
publicado antes de s196	dp<s196
publicado ate s196	dp<=s196
publicado excepto em s196	dp<>s196
publicado mas nao em s196	dp<>s196
publicado entre 1980 e s196	dp>=1980 and dp<=s196
publicado em s197	dp=s197
publicado depois de s197	dp>s197
publicado a partir de s197	dp>=s197
publicado antes de s197	dp<s197
publicado ate s197	dp<=s197
publicado excepto em s197	dp<>s197
publicado mas nao em s197	dp<>s197
publicado entre 1980 e s197	dp>=1980 and dp<=s197
publicado em t197	dp=t197
publicado depois de t197	dp>t197
publicado a partir de t197	dp>=t197
publicado antes de t197	dp<t197
publicado ate t197	dp<=t197
publicado excepto em t197	dp<>t197
publicado mas nao em t197	dp<>t197
publicado entre 1980 e t197	dp>=1980 and dp<=t197
publicado no seculo 1	dp=t1%
publicado antes do seculo 1	dp<t1%
publicado depois do seculo 1	dp>t1%
publicado em 165	dp=165
publicado depois de 165	dp>165
publicado a partir de 165	dp>=165
publicado antes de 165	dp<165
publicado ate 165	dp<=165
